Title,Company,Skills and Experience
Senior Backend Engineer (Golang),FireGroup,"Your skills and experience 
 Experience 
 : 
 3+ years of experience in Golang development 
 Experience building serverless applications with AWS Lambda 
 Strong understanding and mindset of separation of concerns 
 Experience with NoSQL databases (MongoDB preferred) 
 Technical Skills: 
 Write clean, maintainable, and efficient code 
 RESTful API design and implementation 
 Version control with Git 
 Unit testing and test-driven development 
 Write technical documentation 
 Soft Skills: 
 Strong problem-solving and analytical skills 
 Excellent communication and collaboration abilities 
 Ability to work effectively in an Agile team environment 
 Self-motivated with strong ownership mentality 
 Highly Valued 
 Experience with third-party API integrations 
 Understanding of e-commerce or SaaS platforms 
 Experience with cloud infrastructure (AWS, GCP, or Azure) 
 Knowledge of microservices architecture 
 Experience with CI/CD pipelines 
 Familiarity with event-driven architecture 
 Nice to Have: 
 Experience with frontend technologies (Vue.js, React, or similar) 
 Knowledge of containerization (Docker, Kubernetes) 
 Understanding of data analytics or business intelligence 
 Experience with monitoring and observability tools 
 Stay up-to-date with emerging technologies 
 What We're Looking For 
 We're seeking engineers who: 
 Take ownership of their work from design to deployment 
 Write code that's easy to understand and maintain 
 Proactively identify and resolve technical challenges 
 Collaborate effectively across teams 
 Are committed to continuous learning and improvement 
 Value code quality, testing, and documentation."
"Middle/ Senior Backend Developer (Java, Spring)",UNIT Corp,"Your skills and experience 
 Bachelor/ college’s degree in Computer Science, Information Technology or equivalent. 
 Knowledge/experience in 
 Finance, Banking & Enterprise. 
 4+ years’ experience of Java and backend framework (Spring MVC, Spring Boot, Spring Security, Hibernate). 
 Working knowledge of HTML, CSS and JavaScript, ReactJS is a plus. 
 Experience in API web services: RESTful and SOAP. 
 Experience with message queue systems (e.g., RabbitMQ, Kafka, IBM MQ). 
 Knowledge of authentication and authorization technologies (e.g., OAuth2, JWT). 
 Proficient in SQL (Oracle, MS SQL Server, PostgreSQL) for data modelling, querying, and performance optimization. 
 Good knowledge of web/application containers (Apache Tomcat, JBoss, IBM WebSphere ...) and web/application deployment. 
 Nice to have familiarity with Jenkins and setting up CI/CD pipelines. 
 Familiarity with Docker, Kubernetes, or cloud platforms (AWS, GCP, Azure). 
 Able to work independently and collaboratively. 
 Flexible, dynamic, and reliable attitude."
Senior Backend Java Developer,"CJ OLIVENETWORKS VINA CO., LTD","Your skills and experience 
 Experience 
 At least 5+ years of experience in designing and implementing Java-based applications. 
 Analyze, design, and develop monolithic architectures. 
 Experience working on enterprise-scale projects using Java, JSP, jQuery, Spring Framework, and Spring MVC. 
 Proficient in tools used throughout the software development lifecycle, such as Eclipse and IntelliJ IDEA. 
 Experience with databases such as Microsoft SQL Server, DB2, or Oracle; hands-on experience in writing queries, stored procedures, functions, tables, and indexes. 
 Familiar with debugging and performance tuning, along with a good understanding of deploying, maintaining, and monitoring complex Java web applications. 
 Solid object-oriented analysis and design skills, with a strong understanding of design patterns and related concepts. 
 Skills 
 MS .Net / .Net Core 
 SVN 
 OZ Report 
 Riamore(Frontend Plugin Framework) 
 JEUS 
 iBatis 
 jstl 
 Tiles Apache 
 Additional Requirement 
 Strong communication and analytical skills, with good time management, problem-solving, and documentation abilities. 
 Strong team player with the ability to collaborate effectively. 
 Able to perform various developer roles when necessary, including system support. 
 Capable of managing users with different levels of technical proficiency. 
 Ability to multitask and manage multiple projects simultaneously. 
 Able to work well independently as well as in a team environment"
Senior Backend Engineer (Go/Java) - eLogistics Platform,TIKI,"Your skills and experience 
 🌟 
 Requirements 
 4+ years of experience in backend development. 
 Strong proficiency in Golang, Java. 
 Experience with RESTful API design and microservices architecture. 
 Solid understanding of relational and non-relational databases (e.g., PostgreSQL, MySQL, MongoDB, Redis). 
 Familiarity with CI/CD, containerization (Docker), and orchestration (Kubernetes). 
 Experience with cloud platforms (AWS, GCP, or Azure). 
 Strong problem-solving skills and the ability to think systemically. 
 Excellent communication skills and a collaborative mindset. 
 ✨Nice-to-have 
 Experience in event-driven or message queue systems (e.g., Kafka, RabbitMQ). 
 Background in high-throughput or distributed systems. 
 Knowledge of monitoring, observability, and logging tools (e.g., Prometheus, Grafana, ELK stack). 
 Strong proficiency in Node.js, PHP, and Python is a plus."
Senior Back-End  Developer (.NET),SSTech,"Your skills and experience 
 - Core Languages & Frameworks: 4+ years of backend development experience, with at least 3+ years of strong, hands-on experience using C# and modern .NET framework . 
 - API Development: Extensive experience in designing, building, and securing high-performance ASP.NET Core RESTful Web APIs. 
 - Database & ORM: Deep knowledge of databases and strong experience with Entity Framework Core. 
 - Testing & Quality: Hands-on experience writing robust unit and integration tests using frameworks 
 - Soft Skills & Language: Good command of spoken and written English to communicate directly and effectively with Australian clients and partners."
"Senior AI Backend Engineer (Java, Kotlin, Python)",M_Service (MoMo),"Your skills and experience 
 Strong Problem-Solving Skills 
 : You have a proven track record of tackling complex technical challenges and delivering effective solutions, particularly in the realm of AI and machine learning. 
 Ownership and Proactivity 
 : You take initiative and are driven to see projects through from start to finish. You are someone who can be relied upon to deliver results with minimal supervision. 
 Backend Engineering Proficiency 
 : Minimum 5 years of experience as a Software Engineer, with strong skills in backend languages like Kotlin, Python, Java, or Go. 
 Distributed Systems & Cloud-Native Expertise: 
 Strong knowledge of cloud-native technologies (Kubernetes, Docker) and Infrastructure as Code (Terraform/Pulumi). Proven experience in building and maintaining high-traffic distributed systems, including familiarity with message brokers (e.g., Kafka, RabbitMQ) and monitoring stacks (Prometheus, Grafana, or ELK). Experience with cloud platforms (AWS/GCP) is highly valued. 
 High Standards for Quality 
 : You take pride in your work and strive to deliver solutions that are not only functional but also maintainable and scalable. 
 Innovative and Forward-Thinking 
 : You are passionate about exploring new technologies and finding ways to apply them to improve user experiences and business processes. 
 Collaborative and Communicative 
 : You work well in a team environment and can communicate effectively with technical and non-technical stakeholders alike"
Senior Backend Engineer,Parcel Perform,"Your skills and experience 
 Must-have Requirements: 
 Core Languages: 
 Solid knowledge of Backend, 
 preferably Python or Scala 
 . We are open to experts in other languages (Java, Go, Node.js…) who are eager to master our stack. 
 Experience: 
 6+ years of professional experience in Software Development with a proven track record in Backend systems. 
 System Architecture: 
 Hands-on experience designing and implementing scalable systems, including in-memory databases, load balancing, and caching. 
 Database Mastery: 
 Comfortable with both SQL and NoSQL databases. 
 Communication: 
 Comfortable with RESTful and real-time communication protocols. 
 Engineering Mindset: 
 Clear understanding of Object-Oriented Programming (OOP) and design patterns. 
 Nice-to-have Requirements: 
 Infrastructure: 
 Familiarity with the AWS stack to architect cloud-native solutions and optimize infrastructure. 
 Middleware: 
 Hands-on know-how of any 
 Message Queue (MQ) 
 as a critical communication hub. 
 Data Engineering: 
 An eagerness to contribute to the data engineering process in an AI-first environment."
Backend Developer (Java),Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),"Your skills and experience 
 1. Must have 
 • Backend experience (Java or Kotlin) 
 • Strong knowledge of OOP, SpringBoot and programming tools like VS Code, git,… 
 • Experience in Docker 
 • Experience in MySQL, Postgre, Mongo Database 
 • Experience in caching, lazy loading, background threads, networking. 
 • Familiarity with MVVM, MVP, or Application architecture components 
 • Eager to learn new framework, passionate in backend products 
 2. Nice to have 
 • Experience in CBOR data format 
 • Experience in data encryption, digital signature (symmetric cryptography, asymmetric cryptography, Hash, ...) 
 • Experience in an environment using Agile/Scrum 
 • Experience in AWS or Azure 
 • A graduate from Computer science/Informatics, Information System or ComputerEngineering or equivalent from reputable university with minimum GPA 3.00 out of 4.00 
 • Personal Qualifications: 
 Creative thinking, hard work, enthusiasm, high responsibility in the work and willing to learn new things"
Senior Backend Developer (.Net),Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),"Your skills and experience 
 1. Required Skills & Experience 
 4+ years of experience as a Backend Developer using .NET / .NET Core. 
 Strong hands-on experience with .NET 8 or other recent .NET Core versions. 
 Proficiency with SQL databases and strong understanding of NoSQL principles. 
 Solid knowledge of DDD, CQRS, and layered architecture patterns. 
 Experience with Entity Framework Core and data modelling. 
 Comfortable working on high-traffic, large-scale systems with significant concurrent usage. 
 Experience with unit testing. Hands-on experience deploying services through Azure DevOps. 
 Strong understanding of modern Azure PaaS components. 
 Good command of Git and code-management best practices. 
 Strong awareness of secure coding standards (OWASP). Fluent English (written and spoken). 
 2. Nice to Have 
 Experience with migration projects from traditional ASP.NET Core, an open-source web development framework | .NET monolithic systems to modern .NET Core REST architectures. 
 Familiarity with distributed systems and microservices architectures. 
 Knowledge of performance tuning for high-load applications. 
 3. Soft Skills 
 Strong analytical and problem-solving abilities. 
 Excellent communication skills and teamwork mindset. 
 Ability to work in fast-paced environments with changing priorities. 
 Proactive, quality-focused, and committed to continuous improvement"
Senior Backend Developer (Golang),VNGGames,"Your skills and experience 
 Bachelor's degree in Computer Science, Engineering, or related field. 
 4+ years of professional experience as a backend or full stack software engineer, with proficiency in . 
 Proficiency in SQL or NoSQL databases, such as MySQL, MongoDB, and Redis. 
 Strong understanding of RESTful/gRPC, with experience integrating with Mobile and Web platforms. 
 Hands-on experience with cloud platforms (e.g., AWS, GCP) and containerization (e.g., Docker, Kubernetes). 
 Strong knowledge of microservices and distributed system architecture and principles (e.g., tracing, CAP theorem, consistency models). 
 Familiar with message queues such as AWS SQS, Kafka. 
 Experience with observability tools like Prometheus, Grafana, OpenTelemetry, or similar for monitoring and tracing in distributed systems. 
 Solid understanding of concurrency, scalability, and performance in backend systems. 
 Familiar with shift-left testing, writing unit, integration, and load tests to ensure the reliability, performance, and maintainability of backend systems. 
 Strong communication and collaboration skills, with an eagerness to work closely with both engineers and non-engineers. 
 Comfortable taking ownership of service reliability and operational health. 
 Nice to have: 
 Experience in developing backend systems for games or player-facing applications. 
 Familiarity with Java (Spring Boot), or similar languages 
 Familiarity with DevOps practices and tools (ArgoCD, Terraform, Gitlab/Bitbucket CI). 
 Experience working on high-throughput and low-latency systems is a strong plus. 
 Experience with full stack development or JavaScript frameworks like ReactJS."
Operation Engineer,ITviec Recruitment Consulting,"Your skills and experience 
 A strong interest in 
 troubleshooting 
 and 
 continuous improvement 
 Good Python programming 
 skills with at least 
 2 years of hands-on experience 
 2+ years of experience 
 working in 
 Linux environments 
 and with relational databases such as 
 MySQL 
 Hands-on experience with 
 Git 
 and 
 CI/CD toolchains 
 Familiarity with 
 RESTful APIs 
 Good debugging and analytical thinking skills 
 Solid English communication 
 skills 
 (written and spoken) 
 Experience 
 with automation, scripting for ops workflows, or JIRA customization 
 Strong English communication skills (both written and verbal) to collaborate effectively with global team members."
